,Twitter Account,Number of Tweets Ago,Date,Tweet,Compound Score,Positive Score,Neutral Score,Negative Score
411,NYT,12,Sat Jan 13 04:32:03 +0000 2018,The discovery of a Cold War-era tunnel in Berlin offered a window into a city — and a family — divided by politics https://t.co/txfdQpL0Iq,0.0,0.0,1.0,0.0
412,NYT,13,Fri Jan 12 23:48:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/xem6tivjwR,0.0,0.0,1.0,0.0
413,NYT,14,Fri Jan 12 19:38:02 +0000 2018,RT @nytimesbusiness: GM says it can have driverless cars — without steering wheels or brake pedals — in mass production next year https://t…,0.0,0.0,1.0,0.0
414,NYT,15,Fri Jan 12 16:23:04 +0000 2018,"Inside the strange, global relay race that delivers a lifesaving isotope to America's hospitals https://t.co/NYPqPL7pIV",-0.2023,0.0,0.878,0.122
415,NYT,16,Fri Jan 12 12:00:05 +0000 2018,President Trump's disparaging words for Haiti and Africa have caused outrage worldwide  https://t.co/ifwC8nZwho,-0.7579,0.0,0.629,0.371
416,NYT,17,Fri Jan 12 06:48:04 +0000 2018,"Tons of rubbish is piling up in sites around the world ever since China said it no longer wanted to be the ""world's… https://t.co/3MAPBFOGbV",-0.296,0.0,0.913,0.087
417,NYT,18,Fri Jan 12 02:02:05 +0000 2018,"RT @grynbaum: President Trump is expanding the news media’s vocabulary, one obscenity at a time. https://t.co/RBMbMCxNN0",0.0,0.0,1.0,0.0
418,NYT,19,Thu Jan 11 21:27:02 +0000 2018,"There was a smart refrigerator, a high-end smartphone and a TV that can be rolled up like a yoga mat. But artificia… https://t.co/upo9j3AgiC",0.6369,0.234,0.766,0.0
419,NYT,20,Thu Jan 11 17:07:04 +0000 2018,"An $800,000 settlement for a transgender student in Wisconsin means his discrimination case won’t make it to the Su… https://t.co/g2xdhAUlLK",0.0,0.0,1.0,0.0
420,NYT,21,Thu Jan 11 13:10:14 +0000 2018,"Immigration agents descended on 7-Eleven stores across the U.S., arresting 21. The Trump administration said it was… https://t.co/zpdokcNLfA",0.0,0.0,1.0,0.0
421,NYT,22,Thu Jan 11 08:36:04 +0000 2018,Will democracy survive President Trump? 2 new books aren’t so sure. https://t.co/dDRwv0edWC,0.4572,0.23,0.77,0.0
422,NYT,23,Thu Jan 11 03:48:03 +0000 2018,"RT @Watching: ""Living Single"" is coming to Hulu tomorrow. If you're looking to really lean into streaming '90s shows, we've got you covered…",0.0,0.0,1.0,0.0
423,NYT,24,Wed Jan 10 22:47:04 +0000 2018,"Opinion: ""It's worth remembering that English has a long history of adapting to cultural change. That's something w… https://t.co/cefyelNUTD",0.2263,0.101,0.899,0.0
424,NYT,25,Wed Jan 10 19:33:04 +0000 2018,RT @nytvideo: “He believed he was acting within the guidelines of the law. I believed in giving him the agency the Chinese government and s…,0.34,0.094,0.906,0.0
425,NYT,26,Wed Jan 10 16:53:02 +0000 2018,Another search has begun for Malaysia Airlines Flight 370. A U.S. company could be paid as much as $70 million if i… https://t.co/zofYIIl5mr,0.0,0.0,1.0,0.0
426,NYT,27,Wed Jan 10 13:40:04 +0000 2018,The number of migrants trying to enter the U.S. has surged in recent months https://t.co/5qh72INaF5,0.0772,0.085,0.915,0.0
427,NYT,28,Wed Jan 10 09:14:03 +0000 2018,"RT @nytimesworld: When Afghan men face women in powerful positions: “They get confused, totally confused. They try to fit this individual i…",0.1779,0.19,0.645,0.165
428,NYT,29,Wed Jan 10 04:17:06 +0000 2018,"RT @katierogers: As questions swirl about his weight, lifestyle and mental health, the president's first full physical is scheduled for Fri…",0.0,0.0,1.0,0.0
429,NYT,30,Tue Jan 09 23:32:03 +0000 2018,"A new 3-D videomicroscope gives surgeons ""Superman eyes"" and helps them perform and teach delicate brain operations https://t.co/3s98HARVkI",0.4215,0.202,0.798,0.0
430,NYT,31,Tue Jan 09 19:37:03 +0000 2018,"In a new documentary series, Tom Brady allows a filmmaker to pull back the curtain on his private life https://t.co/R9eRREqVeM",0.0,0.0,1.0,0.0
431,NYT,32,Tue Jan 09 15:16:06 +0000 2018,"""Sports diplomacy is a sexy affair,"" said a Korea expert. ""Pyongyang has all the reason to jazz up the Winter Olymp… https://t.co/dNCoR48qFb",0.5267,0.152,0.848,0.0
432,NYT,33,Tue Jan 09 11:01:59 +0000 2018,"RT @nytimesarts: “The Shape of Water” picked up 12 nominations for the British equivalent of the Oscars, the #EEBAFTAs https://t.co/bkKTTWZ…",0.0,0.0,1.0,0.0
433,NYT,34,Tue Jan 09 06:17:06 +0000 2018,"Indians who are gay ""should never remain in a state of fear,"" and that ""societal morality also changes from age to… https://t.co/Ih3K1kxj2M",0.0,0.0,1.0,0.0
434,NYT,35,Tue Jan 09 02:32:03 +0000 2018,"RT @HannaIngber: We heard from a lot of readers who were upset with our obituary of Thomas Monson, who was head of the Mormon Church. Our o…",-0.3818,0.0,0.906,0.094
435,NYT,36,Mon Jan 08 22:00:39 +0000 2018,"“We had hope that if we worked hard, paid our taxes and didn’t get in trouble we would be allowed to stay” https://t.co/X8L2cyVr7Z",-0.0516,0.107,0.741,0.152
436,NYT,37,Mon Jan 08 17:50:19 +0000 2018,"At least 4 people from 3 states have lined up to claim Charles Manson’s body, his property or both in the weeks sin… https://t.co/seg8USY4ll",0.0,0.0,1.0,0.0
437,NYT,38,Mon Jan 08 15:04:55 +0000 2018,"RT @melbournecoal: BREAK: GLAMOUR has chosen its next top editor: Samantha Barry, an executive producer at CNN. Her digital and television…",0.7125,0.238,0.762,0.0
438,NYT,39,Mon Jan 08 11:00:23 +0000 2018,Israel published a blacklist of 20 organizations whose leaders it has barred from entering the country for supporti… https://t.co/SSYCUKsLvl,0.0,0.0,1.0,0.0
439,NYT,40,Mon Jan 08 05:50:44 +0000 2018,"In an 11,500-year-old skeleton found in Alaska, scientists have found new clues to how people first arrived in the… https://t.co/HrX9q2fbZY",0.0,0.0,1.0,0.0
440,NYT,41,Mon Jan 08 03:13:44 +0000 2018,"Recy Taylor, who Oprah just mentioned, was gang-raped by 6 white men in 1944, in a case that galvanized the early c… https://t.co/AoMOdSLWKi",0.0,0.0,1.0,0.0
441,NYT,42,Mon Jan 08 02:00:02 +0000 2018,@itsgabrielleu The caption has since been updated to acknowledge QUEEN Rita Moreno https://t.co/YSr4G1EOOg https://t.co/tA1sNvRgxj,0.0,0.0,1.0,0.0
442,NYT,43,Mon Jan 08 00:35:01 +0000 2018,This succulent chicken recipe is as timeless as they come https://t.co/rwRhC2geUg,0.0,0.0,1.0,0.0
443,NYT,44,Sun Jan 07 22:30:30 +0000 2018,"A water main break flooded part of JFK airport, disrupting flights, stranding passengers and adding to the delays f… https://t.co/LnRP1GuZ2O",0.0,0.0,1.0,0.0
444,NYT,45,Sun Jan 07 17:30:08 +0000 2018,“This may actually send a message to the fraternities that they need to do more” https://t.co/529xSK7lvU,0.0,0.0,1.0,0.0
445,NYT,46,Sun Jan 07 13:15:29 +0000 2018,Golden Globes Briefing: Golden Globes 2018: What to Watch For https://t.co/h3XDdS0798,0.0,0.0,1.0,0.0
446,NYT,47,Sun Jan 07 07:31:27 +0000 2018,"Paraguayan students were once beaten and humiliated for speaking Guaraní. Now, schools are required to teach the la… https://t.co/qRmBHMf3i2",-0.6369,0.0,0.766,0.234
447,NYT,48,Sun Jan 07 02:13:25 +0000 2018,New Jersey is now the last state in the nation where drivers are not allowed to pump their own gasoline https://t.co/jSbFU0HcVk,0.0,0.0,1.0,0.0
448,NYT,49,Sat Jan 06 21:02:04 +0000 2018,A man who turned his basement outside Chicago into a makeshift homeless shelter has been ordered to shut it down https://t.co/dO9nPlnIcI,0.0,0.0,1.0,0.0
449,NYT,50,Sat Jan 06 16:02:05 +0000 2018,Southwest settled a class action lawsuit for $15 million but denied having entered into any unlawful agreements wit… https://t.co/qobYcbboDU,-0.3919,0.115,0.654,0.231
450,NYT,51,Sat Jan 06 11:28:21 +0000 2018,Evidence suggests that stricter measures to discourage smoking would make even smokers themselves happier https://t.co/CVy9scdjwJ,0.1531,0.177,0.677,0.146
451,NYT,52,Sat Jan 06 05:53:30 +0000 2018,"Where pot entrepreneurs go when the banks just say no
https://t.co/c2aadcWF1C",-0.296,0.0,0.82,0.18
452,NYT,53,Sat Jan 06 00:46:06 +0000 2018,"President Trump asked Congress for $18 billion for a border wall. In exchange, he offered to protect young undocume… https://t.co/6NbLrdkxSt",0.3818,0.126,0.874,0.0
453,NYT,54,Fri Jan 05 20:42:06 +0000 2018,"RT @nytopinion: For decades, the United States was a global beacon for those who embraced liberal values. China’s rise is a blunt counterpo…",0.6705,0.224,0.776,0.0
454,NYT,55,Fri Jan 05 17:55:06 +0000 2018,"Schools in Baltimore don't have heat. Teachers say students have been forced to attend classes bundled up in coats,… https://t.co/7ZdqywuYHA",-0.4588,0.0,0.864,0.136
455,NYT,56,Fri Jan 05 14:30:56 +0000 2018,"Even the most eager consumers of ""fake news"" are reading far more of the real kind, a new study finds https://t.co/wKRK8pyQf7",0.4754,0.236,0.647,0.118
456,NYT,57,Fri Jan 05 10:16:06 +0000 2018,North Korea accepted the South’s proposal that the two Koreas hold the negotiations at the border village of Panmun… https://t.co/ISq6WbvZLf,0.2732,0.1,0.9,0.0
457,NYT,58,Fri Jan 05 05:17:04 +0000 2018,Alabama newspaper executive resigns after admitting he once spanked a reporter https://t.co/3LAC5FyCoo,-0.3182,0.0,0.813,0.187
458,NYT,59,Fri Jan 05 00:48:14 +0000 2018,Exclusive reporting on the Russia inquiry: President Trump ordered his lawyer to stop Jeff Sessions from recusing h… https://t.co/SahtkvL10m,-0.1779,0.072,0.821,0.106
459,NYT,60,Thu Jan 04 21:05:10 +0000 2018,"""You should be able to walk in off the street and see the art just as you can enter a public library and read the b… https://t.co/BmFXHA14qx",0.0,0.0,1.0,0.0
460,NYT,61,Thu Jan 04 18:15:09 +0000 2018,RT @nytopinion: How about Matt Damon refuses to show up to work until his female co-stars are paid as much as he is? https://t.co/fXtNFQCeOQ,0.0,0.0,1.0,0.0
461,NYT,62,Thu Jan 04 14:45:16 +0000 2018,President Trump signed an executive order to disband a White House commission investigating claims of voter fraud https://t.co/ZKU1CnxZ9c,-0.5859,0.0,0.808,0.192
462,NYT,63,Thu Jan 04 10:00:17 +0000 2018,Donald Trump is watching from the sidelines as the two Koreas open a dialogue https://t.co/kxf2ls5Juk,0.0,0.0,1.0,0.0
463,NYT,64,Thu Jan 04 05:02:04 +0000 2018,"RT @NYTNational: So, what is this ""bomb cyclone"" that the East Coast is grappling with? @henryfountain explains. https://t.co/rzOexRbFzd",-0.5789,0.0,0.819,0.181
464,NYT,65,Thu Jan 04 00:02:05 +0000 2018,"NYC schools will be closed Thursday as a storm threatens to bring snow, wind and bitter cold across the East Coast https://t.co/rjulDAKCP5",-0.6597,0.0,0.779,0.221
465,NYT,66,Wed Jan 03 20:32:04 +0000 2018,Twitter says President Trump's North Korea tweet didn't violate its terms of service. But would it ever suspend or… https://t.co/YWONMqdQ3k,0.0844,0.115,0.785,0.1
466,NYT,67,Wed Jan 03 17:42:04 +0000 2018,Will Hollywood learn from this moment of reckoning or will it be business as usual in 2018? @AOScott and… https://t.co/tr4J0EkOr6,0.0,0.0,1.0,0.0
467,NYT,68,Wed Jan 03 15:00:36 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/94FkRcBbfV https://t.co/bZyCa6Eox9,0.0,0.0,1.0,0.0
468,NYT,69,Wed Jan 03 10:30:12 +0000 2018,13 monkeys were killed in a fire at a UK safari park https://t.co/BClp737HuT,-0.7845,0.0,0.566,0.434
469,NYT,70,Wed Jan 03 05:32:08 +0000 2018,"The Korean War has been called “the Forgotten War” in the United States, but it set the stage for decades of tension https://t.co/2urIaHnGLT",-0.6059,0.068,0.685,0.247
470,NYT,71,Wed Jan 03 00:47:04 +0000 2018,Want in-flight entertainment? You may have to bring your own screen. https://t.co/EywbRnQnRb,0.4767,0.291,0.709,0.0
471,NYT,72,Tue Jan 02 19:55:21 +0000 2018,Read The New York Times investigation into allegations of sexual harassment at Vice: https://t.co/2xdmoPRu6c,-0.5423,0.0,0.788,0.212
472,NYT,73,Tue Jan 02 15:45:08 +0000 2018,"The Dutch, like many elsewhere, are living longer than in previous generations. As they do, courses are teaching th… https://t.co/XGgeD5Kopu",0.3612,0.116,0.884,0.0
473,NYT,74,Tue Jan 02 11:45:07 +0000 2018,"""The time has come to express our biblical right to the land,"" Israel's public security minister said https://t.co/raxNQsbNEQ",0.34,0.124,0.876,0.0
474,NYT,75,Tue Jan 02 06:40:06 +0000 2018,"Opinion: From an identity politics that emphasized our common humanity, we’ve gone to an identity politics that emp… https://t.co/8sF0jlNN8c",0.0,0.0,1.0,0.0
475,NYT,76,Tue Jan 02 02:15:32 +0000 2018,RT @rpogrebin: BREAKING SCOOP: Peter Martins out as head of City Ballet in wake of allegations  https://t.co/NKv97K66YY,0.3254,0.127,0.873,0.0
476,NYT,77,Mon Jan 01 21:16:02 +0000 2018,Prospects are dire for the youngest Rohingya refugees. “We have no idea how all these children are going to process… https://t.co/WrX9wCZ1YG,-0.4588,0.087,0.709,0.205
477,NYT,78,Mon Jan 01 17:01:03 +0000 2018,Doctors at a veterans hospital in Oregon say a push for better ratings are putting patients at risk… https://t.co/yVoy3Z4uoC,0.4404,0.153,0.847,0.0
478,NYT,79,Mon Jan 01 11:45:53 +0000 2018,"At Veterans Hospital in Oregon, a Push for Better Ratings Puts Patients at Risk, Doctors Say https://t.co/gXOFsxqp0U",0.2023,0.153,0.737,0.111
479,NYT,80,Mon Jan 01 07:00:54 +0000 2018,There's a water crisis in Cape Town. Travelers should be prepared (and can help). https://t.co/iyc2bAWm9D https://t.co/0u2gcXPQo9,-0.4939,0.1,0.684,0.216
480,NYT,81,Mon Jan 01 02:05:45 +0000 2018,Fatal ‘Swatting’ Episode in Kansas Raises Quandary: Who Is to Blame? https://t.co/TgqOTbFHYD,-0.7096,0.0,0.629,0.371
481,NYT,82,Sun Dec 31 21:40:03 +0000 2017,"In 2016, George Papadopoulos, a Trump foreign policy adviser, revealed to a top Australian diplomat over drinks tha… https://t.co/fjRl5Z2idG",0.2023,0.101,0.899,0.0
482,NYT,83,Sun Dec 31 17:25:04 +0000 2017,"Many Germans feel left behind, Angela Merkel said in her New Year's address. She pledged to “have an eye on the nee… https://t.co/mGOaw1uziQ",0.0,0.0,1.0,0.0
483,NYT,84,Sun Dec 31 12:55:05 +0000 2017,"""There’s no word or phrase that names a mother who is wheeled to the hospital doors without her baby in her arms —… https://t.co/Cmhq5QQxOi",-0.296,0.0,0.909,0.091
484,NYT,85,Sun Dec 31 07:19:19 +0000 2017,"Astronomers have their noses pressed against the windows of the unknown, wanting to believe in life elsewhere https://t.co/kg3rfpEYDy",0.0,0.0,1.0,0.0
485,NYT,86,Sun Dec 31 01:11:48 +0000 2017,A Year of Animal Oddities Around the World: 7 Reader Favorites https://t.co/EOyBFrPLa2,0.4215,0.237,0.763,0.0
486,NYT,87,Sat Dec 30 21:13:02 +0000 2017,"RT @nytpolitics: A Pennsylvania judge said Friday the state’s Congressional districts were drawn to give Republicans an advantage, but they…",0.128,0.077,0.923,0.0
487,NYT,88,Sat Dec 30 18:03:08 +0000 2017,Brussels forbids regular tents on its streets. Origami-style cardboard tents are giving homeless people a safe way… https://t.co/j1mae8cC01,0.4588,0.245,0.648,0.106
488,NYT,89,Sat Dec 30 15:03:05 +0000 2017,"What love and sadness look like in 5 countries, according to their top GIFs https://t.co/QqR7WK9BH1",0.6808,0.397,0.467,0.136
489,NYT,90,Sat Dec 30 09:47:41 +0000 2017,"Astronomers have their noses pressed against the windows of the unknown, wanting to believe in life elsewhere https://t.co/eB5IUEsbZd",0.0,0.0,1.0,0.0
490,NYT,91,Sat Dec 30 03:58:23 +0000 2017,RT @NYTSports: Bowl game roundup: Northwestern edged Kentucky in a wild finish at the Music City Bowl. https://t.co/kR0xtS0WlY https://t.co…,0.0,0.0,1.0,0.0
491,NYT,92,Fri Dec 29 23:15:12 +0000 2017,The NYT obituary for Sue Grafton https://t.co/Rgnb9rstqa,0.0,0.0,1.0,0.0
492,NYT,93,Fri Dec 29 18:46:03 +0000 2017,"Astronomers have their noses pressed against the windows of the unknown, wanting to believe in life elsewhere https://t.co/nbPodFHX47",0.0,0.0,1.0,0.0
493,NYT,94,Fri Dec 29 13:46:04 +0000 2017,"Yeah, it's cold. So cold that polar-bear plunges are being canceled because of fears of frostbite and hypothermia. https://t.co/ZV6bCmE0Nh",-0.1531,0.1,0.773,0.127
494,NYT,95,Fri Dec 29 08:37:39 +0000 2017,South Korea has seized a Hong Kong-flagged oil tanker accused of transferring 600 tons of refined oil to a North Ko… https://t.co/Xu7xouzIS5,-0.296,0.0,0.896,0.104
495,NYT,96,Fri Dec 29 03:25:04 +0000 2017,"President Trump cast doubt on the reality of climate change, but he appeared unaware of the distinction between wea… https://t.co/gUCA2PoFoY",-0.4497,0.0,0.82,0.18
496,NYT,97,Thu Dec 28 23:25:05 +0000 2017,"Opinion: My models are the mothers ""who cradle a baby with one arm and try to overthrow an illegitimate government… https://t.co/r443EFbHPn",0.0,0.0,1.0,0.0
497,NYT,98,Thu Dec 28 19:26:29 +0000 2017,"RT @joecoscarelli: what do Drake, Katy Perry, the Weeknd, Rihanna, Calvin Harris, Nicki Minaj, Big Sean, Halsey, Maroon 5, Travis Scott and…",0.0,0.0,1.0,0.0
498,NYT,99,Thu Dec 28 15:35:08 +0000 2017,Investigators noted numerous failings and found that the FDA didn't always evaluate health hazards in a timely mann… https://t.co/oD13t2ukF5,-0.4939,0.0,0.842,0.158
499,NYT,100,Thu Dec 28 10:35:05 +0000 2017,The Year in Pictures: To pause and look back is a revelation https://t.co/wOtaNg2JWP https://t.co/vE1vv5i8ob,0.0,0.0,1.0,0.0
